index,avalanche_problem_1_cause_id,avalanche_problem_1_destructive_size_ext_id,avalanche_problem_1_distribution_id,avalanche_problem_1_exposed_height_1,avalanche_problem_1_exposed_height_2,avalanche_problem_1_ext_id,avalanche_problem_1_probability_id,avalanche_problem_1_problem_id,avalanche_problem_1_problem_type_id,avalanche_problem_1_trigger_simple_id,avalanche_problem_1_type_id,avalanche_problem_2_cause_id,avalanche_problem_2_destructive_size_ext_id,avalanche_problem_2_distribution_id,avalanche_problem_2_exposed_height_1,avalanche_problem_2_exposed_height_2,avalanche_problem_2_ext_id,avalanche_problem_2_probability_id,avalanche_problem_2_problem_id,avalanche_problem_2_problem_type_id,avalanche_problem_2_trigger_simple_id,avalanche_problem_2_type_id,avalanche_problem_3_cause_id,avalanche_problem_3_destructive_size_ext_id,avalanche_problem_3_distribution_id,avalanche_problem_3_exposed_height_1,avalanche_problem_3_exposed_height_2,avalanche_problem_3_ext_id,avalanche_problem_3_probability_id,avalanche_problem_3_problem_id,avalanche_problem_3_problem_type_id,avalanche_problem_3_trigger_simple_id,avalanche_problem_3_type_id,danger_level,date_valid,mountain_weather_freezing_level,mountain_weather_precip_most_exposed,mountain_weather_precip_region,mountain_weather_temperature_elevation,mountain_weather_temperature_max,mountain_weather_temperature_min,region_id,region_type_id,mountain_weather_wind_speed_num,mountain_weather_wind_direction_num,avalanche_problem_1_problem_type_id_class,avalanche_problem_1_sensitivity_id_class,avalanche_problem_1_trigger_simple_id_class,avalanche_problem_2_problem_type_id_class,avalanche_problem_2_sensitivity_id_class,avalanche_problem_2_trigger_simple_id_class,avalanche_problem_3_problem_type_id_class,avalanche_problem_3_sensitivity_id_class,avalanche_problem_3_trigger_simple_id_class,region_group_id,danger_level_prevday,danger_level_name_prevday,mountain_weather_precip_region_prev1day,mountain_weather_precip_most_exposed_prev1day,mountain_weather_precip_region_prev3daysum,aval_problem_1_combined,emergency_warning_Ikke gitt,emergency_warning_Naturlig utløste skred,author_Andreas@nve,author_Espen Granan,author_EspenN,author_Halvor@NVE,author_HåvardT@met,author_Ida@met,author_Ingrid@NVE,author_John Smits,author_JonasD@ObsKorps,author_Jørgen@obskorps,author_Karsten@NVE,author_MSA@nortind,author_Ragnar@NVE,author_Ronny@NVE,author_Silje@svv,author_Tommy@NVE,author_ToreV@met,author_anitaaw@met,author_emma@nve,author_haso@nve.no,author_hrb@nve.no,author_jan arild@obskorps,author_jegu@NVE,author_jostein@nve,author_knutinge@svv,author_martin@svv,author_ragnhildn@met,author_rue@nve,author_siri@met,author_torehum@svv,author_torolav@obskorps,mountain_weather_wind_direction_E,mountain_weather_wind_direction_N,mountain_weather_wind_direction_NE,mountain_weather_wind_direction_NW,mountain_weather_wind_direction_None,mountain_weather_wind_direction_S,mountain_weather_wind_direction_SE,mountain_weather_wind_direction_SW,mountain_weather_wind_direction_W,danger_level_prev1day,danger_level_name_prev1day,danger_level_prev2day,danger_level_name_prev2day,danger_level_prev3day,danger_level_name_prev3day
10,10,2,2,400,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-01,400.0,25.0,10.0,1100.0,-3.0,-15.0,3017,10,7,5,6,3,2,0,0,0,0,0,0,3,2.0,2 Moderat,10.0,20.0,31.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
11,10,2,1,800,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017-12-01,0.0,8.0,4.0,1400.0,-2.0,-16.0,3022,10,4,6,6,2,1,0,0,0,0,0,0,5,2.0,2 Moderat,10.0,25.0,29.0,6122,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
12,19,1,1,600,0,20,3,1,30,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017-12-01,0.0,9.0,4.0,1400.0,-2.0,-17.0,3023,10,4,6,7,2,1,0,0,0,0,0,0,5,1.0,1 Liten,4.0,8.0,24.0,7121,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1 Liten,2.0,2 Moderat,2.0,2 Moderat
13,19,2,1,400,0,20,3,1,30,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017-12-01,0.0,3.0,3.0,1400.0,-2.0,-14.0,3024,10,5,6,7,2,1,0,0,0,0,0,0,5,1.0,1 Liten,4.0,9.0,18.0,7122,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1 Liten,1.0,1 Liten,2.0,2 Moderat
14,10,2,1,600,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-01,0.0,3.0,2.0,1400.0,-2.0,-12.0,3027,10,4,4,6,3,2,0,0,0,0,0,0,7,1.0,1 Liten,3.0,3.0,11.0,6132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1 Liten,1.0,1 Liten,1.0,1 Liten
15,10,2,2,1000,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-01,0.0,0.0,0.0,1800.0,-5.0,-17.0,3028,10,4,6,6,2,1,0,0,0,0,0,0,6,2.0,2 Moderat,2.0,3.0,9.0,6222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,1.0,1 Liten,1.0,1 Liten
16,15,2,2,700,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-01,0.0,1.0,0.0,1400.0,-4.0,-16.0,3029,10,4,8,6,2,1,0,0,0,0,0,0,6,2.0,2 Moderat,0.0,0.0,5.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2 Moderat,2.0,2 Moderat,1.0,1 Liten
17,15,1,2,500,0,20,3,1,10,10,10,19,3,3,900,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-01,0.0,4.0,2.0,1400.0,-4.0,-12.0,3031,10,4,2,6,2,1,7,2,1,0,0,0,7,2.0,2 Moderat,0.0,1.0,2.0,6221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
18,10,2,2,1000,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-01,0.0,0.0,0.0,1400.0,-5.0,-17.0,3032,10,4,7,6,2,1,0,0,0,0,0,0,6,2.0,2 Moderat,2.0,4.0,2.0,6222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
19,15,2,2,500,0,20,3,1,10,10,10,19,3,3,900,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-01,0.0,1.0,0.0,1400.0,-4.0,-17.0,3034,10,4,8,6,2,1,7,2,1,0,0,0,7,2.0,2 Moderat,0.0,0.0,2.0,6222,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
20,10,2,1,1000,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017-12-01,0.0,0.0,0.0,1400.0,-5.0,-15.0,3035,10,4,1,6,2,1,0,0,0,0,0,0,6,2.0,2 Moderat,0.0,1.0,2.0,6122,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
21,15,2,1,0,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017-12-02,0.0,5.0,2.0,500.0,-8.0,-12.0,3003,10,5,1,6,2,1,0,0,0,0,0,0,0,1.0,1 Liten,0.0,0.0,0.0,6122,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1 Liten,2.0,2 Moderat,2.0,2 Moderat
22,19,2,2,400,0,20,3,1,30,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,200.0,6.0,3.0,1100.0,-3.0,-8.0,3007,10,4,6,7,3,2,0,0,0,0,0,0,1,1.0,1 Liten,2.0,5.0,2.0,7232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1 Liten,1.0,1 Liten,2.0,2 Moderat
23,19,2,2,400,0,20,3,1,30,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,0.0,4.0,3.0,1100.0,-4.0,-12.0,3009,10,4,6,7,3,2,0,0,0,0,0,0,2,2.0,2 Moderat,3.0,6.0,5.0,7232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,1.0,1 Liten,1.0,1 Liten
24,19,2,2,400,0,20,3,1,30,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,0.0,5.0,5.0,1400.0,-3.0,-9.0,3010,10,4,6,7,3,2,0,0,0,0,0,0,2,2.0,2 Moderat,3.0,4.0,8.0,7232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,1.0,1 Liten
25,19,2,2,400,0,20,3,1,30,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,0.0,5.0,4.0,700.0,0.0,-5.0,3011,10,4,6,7,3,2,0,0,0,0,0,0,2,2.0,2 Moderat,5.0,5.0,11.0,7232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
26,19,2,2,400,400,20,3,1,30,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,600.0,9.0,6.0,1100.0,-1.0,-6.0,3012,10,4,6,7,3,2,0,0,0,0,0,0,2,2.0,2 Moderat,4.0,5.0,12.0,7232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
27,19,2,2,500,0,20,3,1,30,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,0.0,10.0,5.0,1100.0,-3.0,-10.0,3013,10,4,5,7,3,2,0,0,0,0,0,0,2,2.0,2 Moderat,6.0,9.0,15.0,7232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
28,10,2,2,400,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,1000.0,16.0,9.0,700.0,3.0,-4.0,3014,10,5,5,6,3,2,0,0,0,0,0,0,3,2.0,2 Moderat,5.0,10.0,15.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
29,10,2,2,800,0,20,3,1,10,21,10,19,2,2,700,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,800.0,16.0,12.0,1400.0,-3.0,-9.0,3015,10,4,6,6,3,2,7,2,1,0,0,0,3,2.0,2 Moderat,9.0,16.0,20.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
30,10,3,2,800,0,20,3,1,10,21,10,13,2,2,500,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,3,2017-12-02,1000.0,18.0,10.0,1400.0,-2.0,-8.0,3016,10,4,6,6,3,2,7,2,1,0,0,0,3,2.0,2 Moderat,12.0,16.0,26.0,6233,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
31,10,3,2,500,0,20,3,1,7,21,10,13,2,2,500,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,3,2017-12-02,1000.0,35.0,16.0,1100.0,0.0,-7.0,3017,10,4,6,5,3,2,7,2,1,0,0,0,3,3.0,3 Betydelig,10.0,18.0,31.0,5233,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,3 Betydelig,2.0,2 Moderat,2.0,2 Moderat
32,11,2,2,1200,0,20,3,1,30,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,1200.0,16.0,9.0,1400.0,1.0,-5.0,3022,10,6,7,7,3,2,0,0,0,0,0,0,5,3.0,3 Betydelig,16.0,35.0,38.0,7232,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3 Betydelig,3.0,3 Betydelig,2.0,2 Moderat
33,11,2,2,1200,0,20,3,1,30,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,1200.0,20.0,12.0,1400.0,1.0,-5.0,3023,10,6,7,7,3,2,0,0,0,0,0,0,5,2.0,2 Moderat,9.0,16.0,35.0,7232,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2 Moderat,3.0,3 Betydelig,3.0,3 Betydelig
34,11,2,2,1200,0,20,3,1,30,21,10,24,2,2,1200,0,15,3,2,5,22,20,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,1200.0,18.0,12.0,1400.0,2.0,-4.0,3024,10,5,6,7,3,2,2,5,3,0,0,0,5,2.0,2 Moderat,12.0,20.0,37.0,7232,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,3.0,3 Betydelig
35,11,2,2,1200,0,20,3,1,30,21,10,24,2,3,1200,0,15,3,2,5,22,20,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,1200.0,25.0,16.0,1400.0,2.0,-4.0,3027,10,5,7,7,3,2,2,5,3,0,0,0,7,2.0,2 Moderat,12.0,18.0,33.0,7232,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
36,10,2,2,1000,0,20,3,1,10,10,10,11,2,2,1000,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,1200.0,6.0,2.0,1800.0,-1.0,-7.0,3028,10,7,7,6,2,1,7,2,1,0,0,0,6,2.0,2 Moderat,16.0,25.0,40.0,6222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
37,15,2,2,700,0,20,3,1,10,10,10,11,2,2,700,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,1200.0,18.0,5.0,1400.0,1.0,-6.0,3029,10,6,7,6,2,1,7,2,1,0,0,0,6,2.0,2 Moderat,2.0,6.0,30.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
38,11,2,2,1200,0,20,3,1,30,21,10,24,2,3,1200,0,15,5,2,5,22,20,0,0,0,0,0,0,0,0,0,0,0,3,2017-12-02,1300.0,16.0,12.0,1400.0,1.0,-4.0,3031,10,5,7,7,3,2,2,6,3,0,0,0,7,2.0,2 Moderat,5.0,18.0,23.0,7232,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
39,10,2,2,1000,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017-12-02,1100.0,2.0,0.0,1400.0,0.0,-6.0,3032,10,6,7,6,2,1,0,0,0,0,0,0,6,3.0,3 Betydelig,12.0,16.0,19.0,6222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3 Betydelig,2.0,2 Moderat,2.0,2 Moderat
